Employee ID,Predicted Band,Confidence (%),Training Needed,Training Topics,Promotion Ready,PIP Required,PIP Goals,Retention Risk,Wellbeing Flag,Recommended Actions,Priority,HR Summary
EMP0141,Low,78.4,True,Role-specific technical skills bootcamp,False,True,Develop 90-day performance recovery plan with measurable KPIs,Medium,False,⚠️  Schedule PIP review meeting within 2 weeks; 📅 Assign dedicated performance coach / mentor; 🟡 Moderate retention risk — quarterly engagement check-in advised,Urgent,[Urgent] Low performer (78.4% confidence). Training: Role-specific technical skills bootcamp. PIP required.Retention risk: Medium.
EMP0141,Medium,92.6,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (92.6% confidence). Retention risk: Low.
EMP0142,Medium,89.1,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (89.1% confidence). Retention risk: Low.
EMP0142,Medium,85.2,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (85.2% confidence). Retention risk: Low.
EMP0142,Medium,78.9,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (78.9% confidence). Retention risk: Low.
EMP0142,Medium,81.2,False,,False,False,,Low,True,🏥 Attendance (79%) is critically low — confidential wellbeing session recommended; 📈 Near High-performer threshold — consider stretch project assignment,Urgent,[Urgent] Medium performer (81.2% confidence). Retention risk: Low.
EMP0143,Medium,95.2,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (95.2% confidence). Retention risk: Low.
EMP0143,Medium,97.5,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (97.5% confidence). Retention risk: Low.
EMP0143,Medium,96.3,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (96.3% confidence). Retention risk: Low.
EMP0143,Medium,83.6,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (83.6% confidence). Retention risk: Low.
EMP0144,Medium,94.1,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (94.1% confidence). Retention risk: Low.
EMP0144,Medium,96.1,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (96.1% confidence). Retention risk: Low.
EMP0144,Low,54.4,True,Role-specific technical skills bootcamp,False,True,Develop 90-day performance recovery plan with measurable KPIs,Medium,True,⚠️  Schedule PIP review meeting within 2 weeks; 📅 Assign dedicated performance coach / mentor; 🟡 Moderate retention risk — quarterly engagement check-in advised; 🏥 Attendance (79%) is critically low — confidential wellbeing session recommended,Urgent,[Urgent] Low performer (54.4% confidence). Training: Role-specific technical skills bootcamp. PIP required.Retention risk: Medium.
EMP0144,Medium,86.1,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (86.1% confidence). Retention risk: Low.
EMP0145,Medium,66.2,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (66.2% confidence). Retention risk: Low.
EMP0145,Medium,77.4,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (77.4% confidence). Retention risk: Low.
EMP0145,Medium,77.2,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (77.2% confidence). Retention risk: Low.
EMP0145,Medium,59.7,False,,False,False,,Low,False,📚 Targeted skills development can unlock High performance in next quarter,Normal,[Normal] Medium performer (59.7% confidence). Retention risk: Low.
EMP0146,Medium,61.0,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (61.0% confidence). Retention risk: Low.
EMP0146,Low,50.0,True,Role-specific technical skills bootcamp,False,True,Develop 90-day performance recovery plan with measurable KPIs,Medium,False,⚠️  Schedule PIP review meeting within 2 weeks; 📅 Assign dedicated performance coach / mentor; 🟡 Moderate retention risk — quarterly engagement check-in advised,Urgent,[Urgent] Low performer (50.0% confidence). Training: Role-specific technical skills bootcamp. PIP required.Retention risk: Medium.
EMP0146,Medium,79.1,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (79.1% confidence). Retention risk: Low.
EMP0146,Low,55.3,False,,False,True,Develop 90-day performance recovery plan with measurable KPIs,Medium,False,⚠️  Schedule PIP review meeting within 2 weeks; 📅 Assign dedicated performance coach / mentor; 🟡 Moderate retention risk — quarterly engagement check-in advised,Urgent,[Urgent] Low performer (55.3% confidence). PIP required.Retention risk: Medium.
EMP0147,Medium,87.8,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (87.8% confidence). Retention risk: Low.
EMP0147,Low,62.0,False,,False,True,Develop 90-day performance recovery plan with measurable KPIs,Medium,False,⚠️  Schedule PIP review meeting within 2 weeks; 📅 Assign dedicated performance coach / mentor; 🟡 Moderate retention risk — quarterly engagement check-in advised,Urgent,[Urgent] Low performer (62.0% confidence). PIP required.Retention risk: Medium.
EMP0147,Medium,87.5,True,Role-specific technical skills bootcamp,False,False,,Low,False,📚 Targeted skills development can unlock High performance in next quarter,Medium,[Medium] Medium performer (87.5% confidence). Training: Role-specific technical skills bootcamp. Retention risk: Low.
EMP0147,Medium,80.6,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (80.6% confidence). Retention risk: Low.
EMP0148,Medium,93.5,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (93.5% confidence). Retention risk: Low.
EMP0148,Medium,80.9,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (80.9% confidence). Retention risk: Low.
EMP0148,Medium,97.3,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (97.3% confidence). Retention risk: Low.
EMP0148,Medium,88.6,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (88.6% confidence). Retention risk: Low.
EMP0149,Medium,90.7,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (90.7% confidence). Retention risk: Low.
EMP0149,Medium,64.0,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (64.0% confidence). Retention risk: Low.
EMP0149,Medium,86.9,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (86.9% confidence). Retention risk: Low.
EMP0149,Medium,82.5,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (82.5% confidence). Retention risk: Low.
EMP0150,Low,51.5,False,,False,True,Develop 90-day performance recovery plan with measurable KPIs,Medium,False,⚠️  Schedule PIP review meeting within 2 weeks; 📅 Assign dedicated performance coach / mentor; 🟡 Moderate retention risk — quarterly engagement check-in advised,Urgent,[Urgent] Low performer (51.5% confidence). PIP required.Retention risk: Medium.
EMP0150,Medium,65.9,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (65.9% confidence). Retention risk: Low.
EMP0150,Medium,58.1,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (58.1% confidence). Retention risk: Low.
EMP0150,Medium,75.8,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (75.8% confidence). Retention risk: Low.
EMP0151,Medium,96.6,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (96.6% confidence). Retention risk: Low.
EMP0151,Medium,83.3,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (83.3% confidence). Retention risk: Low.
EMP0151,Medium,96.3,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (96.3% confidence). Retention risk: Low.
EMP0151,Medium,88.1,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (88.1% confidence). Retention risk: Low.
EMP0152,Low,55.3,True,Role-specific technical skills bootcamp,False,True,Develop 90-day performance recovery plan with measurable KPIs,Medium,False,⚠️  Schedule PIP review meeting within 2 weeks; 📅 Assign dedicated performance coach / mentor; 🟡 Moderate retention risk — quarterly engagement check-in advised,Urgent,[Urgent] Low performer (55.3% confidence). Training: Role-specific technical skills bootcamp. PIP required.Retention risk: Medium.
EMP0152,Low,59.8,False,,False,True,Develop 90-day performance recovery plan with measurable KPIs,Medium,False,⚠️  Schedule PIP review meeting within 2 weeks; 📅 Assign dedicated performance coach / mentor; 🟡 Moderate retention risk — quarterly engagement check-in advised,Urgent,[Urgent] Low performer (59.8% confidence). PIP required.Retention risk: Medium.
EMP0152,Low,63.1,False,,False,True,Develop 90-day performance recovery plan with measurable KPIs,Medium,False,⚠️  Schedule PIP review meeting within 2 weeks; 📅 Assign dedicated performance coach / mentor; 🟡 Moderate retention risk — quarterly engagement check-in advised,Urgent,[Urgent] Low performer (63.1% confidence). PIP required.Retention risk: Medium.
EMP0152,Medium,67.9,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (67.9% confidence). Retention risk: Low.
EMP0153,Medium,72.3,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (72.3% confidence). Retention risk: Low.
EMP0153,Medium,64.1,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (64.1% confidence). Retention risk: Low.
EMP0153,Medium,73.0,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (73.0% confidence). Retention risk: Low.
EMP0153,Medium,83.3,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (83.3% confidence). Retention risk: Low.
EMP0154,Medium,96.2,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (96.2% confidence). Retention risk: Low.
EMP0154,Medium,93.4,False,,False,False,,Low,True,🏥 Attendance (80%) is critically low — confidential wellbeing session recommended; 📈 Near High-performer threshold — consider stretch project assignment,Urgent,[Urgent] Medium performer (93.4% confidence). Retention risk: Low.
EMP0154,Medium,98.1,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (98.1% confidence). Retention risk: Low.
EMP0154,Medium,97.7,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (97.7% confidence). Retention risk: Low.
EMP0155,Medium,84.3,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (84.3% confidence). Retention risk: Low.
EMP0155,Medium,95.3,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (95.3% confidence). Retention risk: Low.
EMP0155,Medium,72.7,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (72.7% confidence). Retention risk: Low.
EMP0155,Medium,95.9,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (95.9% confidence). Retention risk: Low.
EMP0156,Medium,93.9,False,,False,False,,Low,True,🏥 Attendance (80%) is critically low — confidential wellbeing session recommended; 📈 Near High-performer threshold — consider stretch project assignment,Urgent,[Urgent] Medium performer (93.9% confidence). Retention risk: Low.
EMP0156,Medium,98.3,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (98.3% confidence). Retention risk: Low.
EMP0156,Medium,96.5,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (96.5% confidence). Retention risk: Low.
EMP0156,Medium,88.1,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (88.1% confidence). Retention risk: Low.
EMP0157,Medium,79.0,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (79.0% confidence). Retention risk: Low.
EMP0157,Medium,62.6,True,Role-specific technical skills bootcamp,False,False,,Low,False,📚 Targeted skills development can unlock High performance in next quarter,Medium,[Medium] Medium performer (62.6% confidence). Training: Role-specific technical skills bootcamp. Retention risk: Low.
EMP0157,Medium,71.6,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (71.6% confidence). Retention risk: Low.
EMP0157,Low,54.8,False,,False,True,Develop 90-day performance recovery plan with measurable KPIs,Medium,False,⚠️  Schedule PIP review meeting within 2 weeks; 📅 Assign dedicated performance coach / mentor; 🟡 Moderate retention risk — quarterly engagement check-in advised,Urgent,[Urgent] Low performer (54.8% confidence). PIP required.Retention risk: Medium.
EMP0158,Medium,86.8,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (86.8% confidence). Retention risk: Low.
EMP0158,Medium,83.3,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (83.3% confidence). Retention risk: Low.
EMP0158,Medium,60.7,True,Role-specific technical skills bootcamp,False,False,,Low,False,📚 Targeted skills development can unlock High performance in next quarter,Medium,[Medium] Medium performer (60.7% confidence). Training: Role-specific technical skills bootcamp. Retention risk: Low.
EMP0158,Medium,82.4,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (82.4% confidence). Retention risk: Low.
EMP0159,Medium,90.3,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (90.3% confidence). Retention risk: Low.
EMP0159,Medium,98.7,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (98.7% confidence). Retention risk: Low.
EMP0159,Medium,99.2,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (99.2% confidence). Retention risk: Low.
EMP0159,Medium,93.9,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (93.9% confidence). Retention risk: Low.
EMP0160,Medium,58.5,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (58.5% confidence). Retention risk: Low.
EMP0160,Low,61.5,False,,False,True,Develop 90-day performance recovery plan with measurable KPIs,Medium,False,⚠️  Schedule PIP review meeting within 2 weeks; 📅 Assign dedicated performance coach / mentor; 🟡 Moderate retention risk — quarterly engagement check-in advised,Urgent,[Urgent] Low performer (61.5% confidence). PIP required.Retention risk: Medium.
EMP0160,Medium,66.5,True,Collaboration and communication skills training,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Medium,[Medium] Medium performer (66.5% confidence). Training: Collaboration and communication skills training. Retention risk: Low.
EMP0160,Medium,79.2,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (79.2% confidence). Retention risk: Low.
EMP0161,Medium,93.2,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (93.2% confidence). Retention risk: Low.
EMP0161,Medium,84.2,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (84.2% confidence). Retention risk: Low.
EMP0161,Medium,62.2,True,Role-specific technical skills bootcamp,False,False,,Low,False,📚 Targeted skills development can unlock High performance in next quarter,Medium,[Medium] Medium performer (62.2% confidence). Training: Role-specific technical skills bootcamp. Retention risk: Low.
EMP0161,Medium,76.0,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (76.0% confidence). Retention risk: Low.
EMP0162,Medium,87.3,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (87.3% confidence). Retention risk: Low.
EMP0162,Medium,88.9,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (88.9% confidence). Retention risk: Low.
EMP0162,Medium,87.0,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (87.0% confidence). Retention risk: Low.
EMP0162,Medium,58.9,True,Role-specific technical skills bootcamp,False,False,,Low,False,📚 Targeted skills development can unlock High performance in next quarter,Medium,[Medium] Medium performer (58.9% confidence). Training: Role-specific technical skills bootcamp. Retention risk: Low.
EMP0163,Medium,89.9,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (89.9% confidence). Retention risk: Low.
EMP0163,Medium,98.1,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (98.1% confidence). Retention risk: Low.
EMP0163,Medium,89.3,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (89.3% confidence). Retention risk: Low.
EMP0163,Medium,82.9,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (82.9% confidence). Retention risk: Low.
EMP0164,Medium,96.8,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (96.8% confidence). Retention risk: Low.
EMP0164,Medium,92.7,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (92.7% confidence). Retention risk: Low.
EMP0164,Medium,97.6,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (97.6% confidence). Retention risk: Low.
EMP0164,Medium,93.2,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (93.2% confidence). Retention risk: Low.
EMP0165,Medium,90.1,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (90.1% confidence). Retention risk: Low.
EMP0165,Medium,91.2,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (91.2% confidence). Retention risk: Low.
EMP0165,Medium,89.4,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (89.4% confidence). Retention risk: Low.
EMP0165,Medium,93.9,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (93.9% confidence). Retention risk: Low.
EMP0166,Medium,79.3,True,Collaboration and communication skills training,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Medium,[Medium] Medium performer (79.3% confidence). Training: Collaboration and communication skills training. Retention risk: Low.
EMP0166,Medium,50.6,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (50.6% confidence). Retention risk: Low.
EMP0166,Low,58.3,False,,False,True,Develop 90-day performance recovery plan with measurable KPIs,Medium,False,⚠️  Schedule PIP review meeting within 2 weeks; 📅 Assign dedicated performance coach / mentor; 🟡 Moderate retention risk — quarterly engagement check-in advised,Urgent,[Urgent] Low performer (58.3% confidence). PIP required.Retention risk: Medium.
EMP0166,Medium,93.1,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (93.1% confidence). Retention risk: Low.
EMP0167,Medium,95.2,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (95.2% confidence). Retention risk: Low.
EMP0167,Medium,78.1,True,Role-specific technical skills bootcamp,False,False,,Low,False,📚 Targeted skills development can unlock High performance in next quarter,Medium,[Medium] Medium performer (78.1% confidence). Training: Role-specific technical skills bootcamp. Retention risk: Low.
EMP0167,Medium,94.8,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (94.8% confidence). Retention risk: Low.
EMP0167,Medium,70.6,False,,False,False,,Low,False,📚 Targeted skills development can unlock High performance in next quarter,Normal,[Normal] Medium performer (70.6% confidence). Retention risk: Low.
EMP0168,Medium,92.3,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (92.3% confidence). Retention risk: Low.
EMP0168,Low,51.6,False,,False,True,Develop 90-day performance recovery plan with measurable KPIs,Medium,False,⚠️  Schedule PIP review meeting within 2 weeks; 📅 Assign dedicated performance coach / mentor; 🟡 Moderate retention risk — quarterly engagement check-in advised,Urgent,[Urgent] Low performer (51.6% confidence). PIP required.Retention risk: Medium.
EMP0168,Medium,82.6,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (82.6% confidence). Retention risk: Low.
EMP0168,Medium,76.2,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (76.2% confidence). Retention risk: Low.
EMP0169,Medium,98.4,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (98.4% confidence). Retention risk: Low.
EMP0169,Medium,93.9,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (93.9% confidence). Retention risk: Low.
EMP0169,Medium,94.7,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (94.7% confidence). Retention risk: Low.
EMP0169,Medium,86.0,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (86.0% confidence). Retention risk: Low.
EMP0170,Medium,91.6,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (91.6% confidence). Retention risk: Low.
EMP0170,Medium,93.5,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (93.5% confidence). Retention risk: Low.
EMP0170,Medium,94.8,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (94.8% confidence). Retention risk: Low.
EMP0170,Medium,95.5,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (95.5% confidence). Retention risk: Low.
EMP0171,Medium,82.7,False,,False,False,,Low,True,🏥 Attendance (78%) is critically low — confidential wellbeing session recommended; 📈 Near High-performer threshold — consider stretch project assignment,Urgent,[Urgent] Medium performer (82.7% confidence). Retention risk: Low.
EMP0171,Medium,85.4,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (85.4% confidence). Retention risk: Low.
EMP0171,Medium,68.8,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (68.8% confidence). Retention risk: Low.
EMP0171,Medium,83.1,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (83.1% confidence). Retention risk: Low.
EMP0172,Low,62.1,False,,False,True,Develop 90-day performance recovery plan with measurable KPIs,Medium,False,⚠️  Schedule PIP review meeting within 2 weeks; 📅 Assign dedicated performance coach / mentor; 🟡 Moderate retention risk — quarterly engagement check-in advised,Urgent,[Urgent] Low performer (62.1% confidence). PIP required.Retention risk: Medium.
EMP0172,Low,54.6,False,,False,True,Develop 90-day performance recovery plan with measurable KPIs,Medium,False,⚠️  Schedule PIP review meeting within 2 weeks; 📅 Assign dedicated performance coach / mentor; 🟡 Moderate retention risk — quarterly engagement check-in advised,Urgent,[Urgent] Low performer (54.6% confidence). PIP required.Retention risk: Medium.
EMP0172,Low,66.9,False,,False,True,Develop 90-day performance recovery plan with measurable KPIs,Medium,False,⚠️  Schedule PIP review meeting within 2 weeks; 📅 Assign dedicated performance coach / mentor; 🟡 Moderate retention risk — quarterly engagement check-in advised,Urgent,[Urgent] Low performer (66.9% confidence). PIP required.Retention risk: Medium.
EMP0172,Low,81.1,False,,False,True,Develop 90-day performance recovery plan with measurable KPIs,Medium,False,⚠️  Schedule PIP review meeting within 2 weeks; 📅 Assign dedicated performance coach / mentor; 🟡 Moderate retention risk — quarterly engagement check-in advised,Urgent,[Urgent] Low performer (81.1% confidence). PIP required.Retention risk: Medium.
EMP0173,Low,69.0,False,,False,True,Develop 90-day performance recovery plan with measurable KPIs,Medium,False,⚠️  Schedule PIP review meeting within 2 weeks; 📅 Assign dedicated performance coach / mentor; 🟡 Moderate retention risk — quarterly engagement check-in advised,Urgent,[Urgent] Low performer (69.0% confidence). PIP required.Retention risk: Medium.
EMP0173,Medium,84.3,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (84.3% confidence). Retention risk: Low.
EMP0173,Low,82.1,True,Role-specific technical skills bootcamp,False,True,Develop 90-day performance recovery plan with measurable KPIs,Medium,False,⚠️  Schedule PIP review meeting within 2 weeks; 📅 Assign dedicated performance coach / mentor; 🟡 Moderate retention risk — quarterly engagement check-in advised,Urgent,[Urgent] Low performer (82.1% confidence). Training: Role-specific technical skills bootcamp. PIP required.Retention risk: Medium.
EMP0173,Low,77.3,False,,False,True,Develop 90-day performance recovery plan with measurable KPIs,Medium,False,⚠️  Schedule PIP review meeting within 2 weeks; 📅 Assign dedicated performance coach / mentor; 🟡 Moderate retention risk — quarterly engagement check-in advised,Urgent,[Urgent] Low performer (77.3% confidence). PIP required.Retention risk: Medium.
EMP0174,Medium,91.9,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (91.9% confidence). Retention risk: Low.
EMP0174,Medium,70.1,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (70.1% confidence). Retention risk: Low.
EMP0174,Medium,77.3,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (77.3% confidence). Retention risk: Low.
EMP0174,Medium,97.7,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (97.7% confidence). Retention risk: Low.
EMP0175,Medium,79.1,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (79.1% confidence). Retention risk: Low.
EMP0175,Medium,89.1,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (89.1% confidence). Retention risk: Low.
EMP0175,Medium,57.2,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (57.2% confidence). Retention risk: Low.
EMP0175,Medium,55.0,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (55.0% confidence). Retention risk: Low.
EMP0176,Medium,84.0,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (84.0% confidence). Retention risk: Low.
EMP0176,Medium,85.2,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (85.2% confidence). Retention risk: Low.
EMP0176,Medium,69.9,False,,False,False,,Low,False,📈 Near High-performer threshold — consider stretch project assignment,Normal,[Normal] Medium performer (69.9% confidence). Retention risk: Low.
